"","Hogwarts.House","First.Name","Last.Name","Birthday","Best.Hand","Arithmancy","Herbology","Defense.Against.the.Dark.Arts","Divination","Muggle.Studies","Ancient.Runes","History.of.Magic","Transfiguration","Potions","Care.of.Magical.Creatures","Charms","Flying"
"881","Gryffindor","Nelly","Bender","12/04/2001","Left",64641,1.14101953,-4.159631447,3.004,-645.3819026,600.1857589,-5.692090864,940.4851599,2.273688849,0.395743216,-255.92952,190.33
"882","Ravenclaw","Sherman","Dallas","21/01/2001","Left",31884,3.663288247,5.418154293,4.164,431.3595491,561.3518565,4.69605193,1070.685389,8.43352588,-0.208166896,-231.41879,-14.01
"883","Hufflepuff","Lorna","Metzler","24/11/1997","Left",62686,3.64954354,-4.170379177,5.082,-587.151408,408.8489201,5.22092196,1060.660148,5.596505284,-0.840770563,-244.95387,-37.39
"884","Hufflepuff","Bobby","Benefield","10/02/1999","Left",27472,4.258666403,-7.076035659,5.364,-275.9053403,384.7280041,2.963094615,1034.78043,3.671867481,0.839573004,-245.50941,35.97
"885","Slytherin","Murray","Bagley","10/11/1998","Left",67601,-8.713620342,4.809750831,-5.574,-548.6414893,356.2863172,6.435643048,1070.959224,10.26239973,-0.812668918,-253.71753,-162.55
"886","Slytherin","Alton","Ernst","29/11/2000","Right",63213,-5.678248374,4.503670469,-6.846,-530.3638446,378.3260063,4.542627327,1058.128111,9.264959889,-0.856619295,-253.3846,-91.76
"887","Ravenclaw","Marybeth","Powell","10/10/2000","Right",72445,3.586518774,7.13609085,3.769,605.9923259,563.1039031,3.802714357,1044.792243,2.722836987,-0.026677505,-232.95997,-57.27
"888","Gryffindor","Young","Duke","26/09/1997","Left",25078,-4.671528614,-4.929518609,6.931,-316.0662041,576.847318,-4.891588038,1030.096946,1.852974674,-0.359635385,-249.60717,195.73
"889","Ravenclaw","Paris","Mahoney","28/10/2001","Left",70141,6.054144839,5.022013065,5.874,554.221091,590.2175211,4.549141026,1031.556183,2.861398071,-0.161745678,-231.13751,-20.85
"890","Ravenclaw","Gustavo","Mack","29/07/1999","Right",29842,5.062319999,4.243967187,4.669,211.6271903,595.9429729,4.935980949,1047.109354,9.197589511,0.158786905,-231.38808,42.39
"891","Gryffindor","Daisy","Starnes","20/01/1999","Left",37542,-8.265147729,-6.5436522,2.084,-649.4997111,552.998998,-3.468530533,915.5861734,4.072176821,-0.477924953,-258.83154,199.35
"892","Gryffindor","Alina","Gilbertson","21/06/1998","Right",49635,-6.031394389,-4.476351232,3.599,-602.4901458,586.4151455,-4.192877729,957.1391802,3.636006763,-0.725466347,-254.90392,157.15
"893","Slytherin","Arleen","Oneill","12/06/1998","Right",45096,-6.165713015,5.185517654,3.154,-404.7080475,395.5486243,5.599384675,1050.928743,10.45280135,-1.592304978,-250.46158,-82.31
"894","Hufflepuff","Michael","Eller","08/01/1999","Left",67125,2.312553334,-4.356598272,6.117,-680.9574672,430.8679434,4.182171461,1071.775789,5.950372993,0.493057219,-245.46142,-38.33
"895","Hufflepuff","Tommy","Hendrickson","13/11/2000","Right",37022,7.469537151,-6.169879337,3.447,-304.5397,351.0312465,4.438295606,1034.132285,2.352875664,-0.512582885,-244.95814,23.38
"896","Gryffindor","Blaine","Bullard","07/04/2000","Left",47924,4.230244979,3.41941008,6.884,306.329952,618.4992814,3.292718816,1052.344963,7.145534389,1.048844017,-231.82094,24.21
"897","Ravenclaw","Princess","Crisp","14/10/2000","Right",27161,6.652669602,3.383168256,5.336,577.9051951,572.175607,3.159782777,1050.050217,5.689660773,-0.997752394,-230.48408,42.95
"898","Ravenclaw","Andrea","Ladd","31/10/2001","Right",39281,5.949923488,3.792497575,4.743,744.6161328,587.3105987,5.296032087,1066.120089,7.875990924,0.116630419,-230.08038,-10.19
"899","Hufflepuff","Kay","Barry","06/02/2001","Left",48581,4.892875037,-5.969110244,3.498,-638.8944818,409.6526278,1.526289685,1061.631331,5.260175776,0.835600089,-247.50971,44.73
"900","Hufflepuff","Nicolas","Prescott","27/10/2000","Right",43551,5.872995559,-7.175571811,4.278,-742.0709218,410.1246185,1.843917963,1064.751385,6.082783993,-0.676849565,-247.09087,60.05
"901","Gryffindor","Manual","Fredericks","04/03/2000","Right",38734,-6.014812224,-7.418893737,4.301,-393.1405769,572.6225143,2.963094615,942.0145756,5.950372993,-0.624153687,-255.05659,181.62
"902","Ravenclaw","Jeana","Huynh","01/12/2000","Left",19230,7.357802824,3.804712717,4.969,537.5619956,552.7528234,5.600739355,1065.913824,8.085473688,0.739965444,-228.77812,16.1
"903","Ravenclaw","Goldie","Dill","26/04/1997","Left",43116,4.321074001,5.991020826,3.692,-224.5899149,531.9470917,5.393247632,1052.359602,5.641109838,0.576646867,-231.97215,-35.16
"904","Ravenclaw","Louis","Wasson","27/04/2001","Right",62124,4.711869637,5.390049144,4.515,590.8357873,588.4893762,3.818197997,1037.080856,3.968284642,-1.473923932,-232.3588,-13.23
"905","Gryffindor","Lesley","Skinner","18/03/2000","Left",66836,-4.014075488,-3.421291391,4.977,-760.4548185,615.7126106,-6.924724292,952.6968148,1.194987929,0.442322316,-252.99965,204.56
"906","Ravenclaw","Blake","Easterling","15/12/2000","Right",44716,6.949796789,5.460124951,4.095,345.1408219,569.8515366,5.478324513,1040.085626,6.052382868,0.380433958,-230.48734,11.96
"907","Slytherin","Doug","Verdin","15/11/1997","Left",63060,-5.731569138,4.91458653,-4.648,-486.4449331,400.1140262,3.916937684,1056.516609,8.236120159,-0.098987751,-251.1952,-88.79
"908","Ravenclaw","Camilla","Baumann","09/12/1997","Left",53897,4.62206114,5.064176089,5.01,546.7596297,612.8813004,5.980218547,1057.473736,8.33113868,-0.05342714,-230.48377,-24.59
"909","Ravenclaw","Nelson","Julian","12/02/1998","Left",28514,3.612721156,5.100493124,5.127,611.6509327,613.2270978,6.215083101,1076.948894,11.37559193,0.723369282,-228.97011,-16.11
"910","Ravenclaw","Juan","Drayton","22/03/1999","Left",65671,6.311156607,4.403387601,6.853,646.528726,627.451156,3.221958317,1056.02466,4.614668662,-0.981878302,-229.77604,-4.98
"911","Ravenclaw","Barb","Gonzalez","11/07/2000","Right",73176,3.627426071,5.661450426,5.236,711.0577907,617.9416405,4.969691639,1049.29342,5.492642842,-0.577530554,-231.54483,-51.57
"912","Ravenclaw","Theodora","Sawyers","31/12/1998","Right",21541,2.516818266,3.993505396,5.193,453.6072199,655.2549129,4.401322595,1067.058264,12.83018587,0.523473823,-230.71082,43.71
"913","Hufflepuff","Rose","Desimone","03/10/2000","Left",39994,5.272244762,-6.283662849,6.558,-227.3664574,395.1537342,5.984383787,1025.991576,3.377847233,-1.623297246,-242.94117,-2.04
"914","Slytherin","Garfield","Leal","03/06/2000","Left",59657,-4.586521604,4.377623369,-5.463,-591.3094256,387.8066368,2.478164198,1074.648369,8.64357987,0.829165996,-251.99481,-68.87
"915","Slytherin","Mina","Belanger","25/01/2000","Right",42907,-1.010892415,5.688396992,-5.009,-529.1362678,413.1300979,2.239366049,1043.390838,6.931681479,-0.770499426,-247.53932,2.07
"916","Ravenclaw","Maynard","Rash","12/09/1997","Right",23903,3.827125436,6.539460907,3.851,676.2706704,620.7270662,4.803184636,1080.467376,11.13373151,0.119129659,-228.55624,3.07
"917","Hufflepuff","Ruth","Shackelford","15/08/1997","Right",45826,7.222445112,-5.32851736,4.882,-313.8096521,352.5459249,5.893877261,1035.658629,2.018090783,1.309924206,-243.25735,-15.2
"918","Ravenclaw","Noble","Criswell","01/03/1997","Left",51745,2.996279391,5.352110604,5.171,607.3034601,598.498109,5.700294726,1055.219436,7.595966434,0.175477022,-231.19143,-40.32
"919","Ravenclaw","Corrine","Howland","06/12/2000","Left",58642,-4.475765535,4.393930493,-5.076,-362.8937329,442.4511799,3.226067193,1037.671868,8.37044221,-1.492403958,-250.6176,-36.15
"920","Slytherin","Henry","Wahl","27/06/1998","Left",56510,-5.603982453,4.846402736,-7.789,-514.4701472,366.7062469,3.977595224,1066.76272,9.651713901,-1.06450133,-253.58495,-85.86
"921","Hufflepuff","Elden","Kauffman","30/11/1999","Left",34812,3.575001144,-6.466169348,6.171,-374.5873043,383.4926736,5.891522661,1043.739051,5.405200239,-1.066661938,-244.38415,-12.89
"922","Ravenclaw","Richie","Darnell","15/10/1999","Left",44348,4.031818167,4.938838976,5.164,469.837063,582.2461674,4.794499334,1059.369844,7.293924054,-0.13174782,-231.29002,-16.27
"923","Gryffindor","Cherie","Payne","02/12/1999","Right",39887,-5.519751078,-5.421615787,4.583,-618.9237072,579.5418494,-5.110191675,938.7835423,2.759283856,-1.814790396,-254.13693,209.09
"924","Hufflepuff","Harriett","Esquivel","30/01/2000","Left",48872,4.680708651,-4.498728586,4.423,-455.5246545,373.3932091,7.887535446,1048.465807,5.96042617,0.776284124,-243.78293,-48.94
"925","Ravenclaw","Sherwood","Drake","12/04/2001","Right",8293,7.809491454,3.000700123,5.385,387.9607275,555.7650678,6.972543514,1077.17848,10.98902584,0.39691508,-227.86382,23.51
"926","Hufflepuff","Ahmad","Garner","30/03/1999","Right",56496,1.14101953,-3.103222475,4.953,-790.5803238,471.7597163,0.178409174,1059.398604,4.176317888,1.669501277,-242.59176,86.55
"927","Ravenclaw","Trevor","Durand","07/05/1999","Right",61337,4.349408073,5.846479624,4.538,645.5853773,569.4155603,6.486624825,1051.921886,5.782638162,-0.906531022,-231.08352,-65.11
"928","Slytherin","Kellie","Fritz","06/10/1998","Right",53395,-5.14873929,3.430977978,-6.393,-353.6193153,450.7896991,2.869436085,1049.619773,10.71059983,0.277378038,-252.33416,-23.7
"929","Gryffindor","Keenan","Buckner","01/07/1997","Right",53787,-3.273225734,-7.237388468,4.066,-832.3290438,641.5758992,-6.005476276,954.5156571,5.712510566,-0.431209036,-255.12801,254.99
"930","Gryffindor","Vilma","Zhang","27/06/2000","Right",37931,-7.08155457,-5.351601892,4.438,-130.3186789,563.0920991,-2.861766947,943.2612429,3.050693288,-0.466017599,-253.23259,143.98
"931","Hufflepuff","Lulu","Winn","09/11/2000","Left",51016,5.571092322,-5.196336699,2.913,-447.316085,390.0767858,3.303454286,1046.367008,3.895100153,-0.278073777,-246.50257,18.86
"932","Hufflepuff","Michale","Langlois","07/06/2001","Left",69160,2.538591632,-3.005496935,6.721,-852.6869054,428.7513124,3.661301582,1085.144538,6.228572385,-0.05342714,-244.24317,-44.97
"933","Hufflepuff","Leilani","Crisp","21/09/1997","Left",15925,5.339314564,-8.05582843,6.095,-350.684509,360.1666549,6.930188347,1035.542298,5.953794294,1.35097819,-243.65732,14.97
"934","Slytherin","Pierre","Higdon","12/01/1998","Left",46490,-2.773525571,6.100493304,-3.956,-580.7803339,399.0583964,4.00745786,1047.273398,7.528542015,-1.526607756,-247.29526,-45.79
"935","Hufflepuff","Kirby","Riley","08/11/1998","Right",40972,7.337805709,-4.917967363,4.013,-221.7344402,314.3012235,3.157241123,1033.125294,-1.372314655,1.480164238,-244.57147,0.01
"936","Ravenclaw","Claudette","Gann","12/05/2000","Left",64120,6.290895033,6.474102422,4.955,-224.5899149,593.8482504,5.623257764,1030.096946,5.312000952,-1.036514359,-230.08106,-17.83
"937","Ravenclaw","Antoine","Murdock","01/06/2001","Left",62891,7.874109798,3.638864747,7.207,465.9940229,617.5158954,4.475015133,1058.60517,5.637478669,0.742082853,-229.10397,1.18
"938","Slytherin","Eleanore","Hartley","20/07/1998","Right",19873,-5.954995669,6.273310206,-4.103,-526.5843187,385.7563207,6.74635833,1066.114194,12.52776067,1.359712781,-246.48559,-79.78
"939","Hufflepuff","Brice","Vail","06/05/2000","Left",65642,5.393921152,-5.598076465,4.895,-487.0959553,385.1889797,4.638806269,1053.427071,5.950372993,-0.349805015,-245.80006,-28.21
"940","Slytherin","Richelle","Graf","09/08/1998","Left",23236,-3.253251091,7.4180851,-4.647,-544.4665809,356.4817441,3.276177887,1076.0738,8.434829104,-0.466607092,-245.9952,-54.76
"941","Hufflepuff","Charlie","Dugan","15/08/2001","Right",17747,7.469208563,-5.326000365,3.201,-222.2258648,373.8662765,5.173792142,1018.676834,3.772180299,0.431066773,-242.85527,56.97
"942","Gryffindor","Kurtis","Mcnamara","19/01/2000","Left",64436,-4.985534386,-6.76209847,4.443,-304.0809206,636.7725729,-4.002241484,942.2067877,3.973112523,-0.945790016,-254.40467,184.77
"943","Gryffindor","Yesenia","Burchfield","30/09/1997","Left",45611,-6.580078768,-3.478291683,4.514,-634.700053,549.6286879,-4.864778561,943.2112202,1.267820762,0.909103303,-253.85141,166.56
"944","Ravenclaw","Garland","Inman","09/04/2001","Right",60930,6.17771887,6.972616601,3.679,273.7552569,587.2787004,5.917612213,1043.223621,6.343872979,0.982656446,-230.6652,-14.57
"945","Hufflepuff","Ella","Schreiber","09/09/1998","Left",43624,5.302900671,-4.969096578,3.43,-335.7433471,399.5805919,5.395146227,1034.82393,4.959802599,-0.366354719,-244.72465,9.73
"946","Ravenclaw","Brianna","Shaw","20/05/2001","Right",10162,3.501255921,5.732050161,3.154,461.9326863,558.7690436,3.293593228,1063.822555,8.394131648,-1.351864786,-230.90832,30.52
"947","Slytherin","Benita","Mcclain","14/07/1998","Left",47009,-3.945846798,4.876472406,-2.857,-374.9901803,460.568629,4.436194144,1027.931096,8.743239973,0.311857339,-247.02865,-25.72
"948","Hufflepuff","Cristy","Pardo","01/09/1999","Right",74932,4.797673468,-4.889053746,9.209,-982.6816811,422.4493899,0.223142629,1090.490143,2.580584245,-0.615775181,-244.32114,-7.34
"949","Slytherin","Lynwood","Labelle","03/11/2001","Right",42842,-6.438031629,5.365456381,-6.269,-526.6593152,372.5610023,2.963094615,1067.930926,11.24973486,1.393374856,-251.10348,-94.97
"950","Slytherin","Liz","Treadway","18/12/1997","Right",31416,-4.228617665,6.006628289,-5.06,-612.0283669,382.4616264,5.524150362,1061.816175,5.950372993,-0.971576375,-247.79735,-60.47
"951","Slytherin","Olin","Sewell","17/01/1998","Right",49594,-4.125073593,4.358130991,-5.436,-600.8295895,403.0521953,4.484836799,1056.306533,10.1691903,1.171008667,-250.5597,-51.72
"952","Hufflepuff","Darren","Gilbert","03/12/1999","Right",73111,6.199773691,-2.062341293,2.507,-576.0468157,454.589716,3.829712211,1051.205162,5.195964324,0.408987306,-244.22012,9.86
"953","Hufflepuff","Tena","Holden","18/03/1999","Right",55393,4.257314453,-3.700487277,5.798,-547.3557303,446.6533997,4.459890314,1050.292786,5.684788455,1.247136212,-243.04501,1.77
"954","Hufflepuff","Rodney","Bradford","17/03/2001","Left",46328,4.42423069,-7.202056186,3.37,-607.407471,411.1788457,1.118064234,1061.664535,5.699577606,0.277414981,-248.83615,54.11
"955","Slytherin","Carmella","Ennis","01/05/2000","Right",49428,-5.446190501,4.341532577,-3.588,-560.4151712,416.6197079,4.613739352,1061.025203,10.39358789,1.243811666,-249.52287,-69.05
"956","Hufflepuff","Alison","Battaglia","22/06/1999","Left",71906,0.975409787,-2.701038012,8.263,-790.1616736,452.9641247,5.981336375,1079.927383,7.716706319,0.01148754,-242.69098,-78.73
"957","Ravenclaw","Jerry","Gunn","29/11/1999","Left",49925,8.465340453,5.469660941,4.314,238.3546108,559.0539082,5.129960929,1034.555481,4.471265918,-0.421027337,-230.29871,21.18
"958","Slytherin","Kylie","Duval","25/12/1996","Left",24911,-5.628809309,5.567778641,-6.771,-571.6907844,386.086237,4.60795788,1082.313194,13.35871983,0.251122088,-249.80257,-55.75
"959","Slytherin","Kenya","Cole","22/09/1998","Right",42421,-5.458226016,6.264249286,-5.125,-541.9516976,377.8684515,5.845721699,1056.276506,9.915358392,1.616682344,-248.8895,-89.67
"960","Hufflepuff","Wilburn","Upchurch","13/08/2000","Left",71166,2.621639273,-4.686621312,7.557,-770.791716,361.7148151,4.61202224,1085.968078,3.855088815,0.847968153,-245.44295,-89.98
"961","Hufflepuff","Bertram","Givens","14/12/1996","Left",49776,3.70592466,-0.387863497,6.473,-709.9491986,441.24593,4.221979655,1064.043933,7.141407119,-2.255153386,-243.73138,5.98
"962","Ravenclaw","Micheal","Connell","17/11/1996","Left",50427,1.14101953,3.086330461,7.465,613.2895736,649.6082492,7.29528861,1070.062688,11.32165894,-0.356361445,-229.42089,-37.91
"963","Slytherin","Jesus","Coons","29/01/2001","Right",38694,-2.870294517,5.770812468,-3.728,-685.7608414,381.7363956,2.963094615,1082.239241,8.529352895,-0.05342714,-247.51403,-44.88
"964","Ravenclaw","Rita","Radford","26/05/2000","Left",57378,6.063934221,6.391249721,4.104,356.9216216,589.8445337,7.004155593,1026.39477,6.191102327,-0.085991769,-230.35909,-12.19
"965","Ravenclaw","Mai","Pickens","10/01/1997","Right",54349,3.979581427,6.935505849,4.499,607.0951785,613.2129472,5.277836826,1042.695365,6.53768332,-1.098967704,-230.10728,-21.59
"966","Ravenclaw","Olive","Hendrick","23/07/2000","Right",42350,7.824663315,5.995641199,4.625,107.0412823,586.1626266,3.732440421,1022.230484,4.599536536,0.90288412,-230.22546,65.13
"967","Hufflepuff","Marjory","Bayer","13/05/1997","Left",69088,4.048432964,-5.354303868,6.053,-748.340081,390.9267936,4.589073506,1076.666182,5.213940444,-1.545167196,-245.87765,-47.82
"968","Ravenclaw","Orville","Neuman","15/09/1997","Left",52012,3.052108863,5.450794909,3.556,368.4931477,636.5898623,5.863257973,1037.501969,9.752212509,1.040191817,-232.63312,7.83
"969","Ravenclaw","Douglas","Yamamoto","06/09/1998","Right",31926,4.69809958,5.337511005,3.959,448.9909525,577.6267712,4.097992374,1051.474763,7.330980556,-2.653451252,-231.28464,20.04
"970","Gryffindor","Wallace","Conklin","20/10/2000","Right",60918,-5.874430525,-4.003229498,3.619,-592.5340419,495.74797,-5.468082533,939.1084106,2.687135212,-0.786816916,-254.66852,195.71
"971","Hufflepuff","Migdalia","Allison","28/02/1997","Left",68124,1.368950797,-6.504188539,7.256,-674.4606478,409.8748495,4.557291522,1030.096946,6.240099424,-0.457632891,-247.06759,-58.44
"972","Gryffindor","Shelia","Fitzgerald","15/08/1998","Left",67436,-6.122203362,-4.54142253,4.059,-329.4947898,582.5148798,-4.592051232,942.0255756,0.88085825,1.315561554,-254.76673,145.71
"973","Hufflepuff","Delphine","Derr","10/01/2000","Left",51351,6.641025542,-3.742853949,5.757,-498.9724079,372.6753813,5.2542083,1049.66228,2.615092323,0.13322979,-242.07612,-22.16
"974","Hufflepuff","Jorge","Somers","30/09/1998","Right",29262,5.657914622,-7.603429037,3.851,-300.6437654,379.6189485,4.952396466,1032.449984,5.081367905,0.378528916,-245.94114,36.21
"975","Gryffindor","Jacqueline","Kell","09/01/2000","Right",49928,-4.82042732,-6.100768211,5.074,-291.3901288,632.634355,-5.388552821,930.9084856,2.447027502,-0.255651879,-253.15759,218.15
"976","Gryffindor","Stephan","Pointer","09/02/2000","Right",8871,-5.197873502,-4.874959645,6.197,-542.0808407,596.5625287,-4.124327552,962.0306385,6.295355095,-2.599141661,-249.30956,222.06
"977","Hufflepuff","Fanny","Krieger","17/12/1996","Left",40693,5.833764276,-6.994334416,4.771,-564.3719682,431.1961415,2.025823006,1047.864272,5.414641626,-0.752293164,-245.92733,71.33
"978","Gryffindor","Pricilla","Ngo","13/06/1999","Left",47927,-3.723668334,-5.851630453,5.731,-598.2364019,614.5387967,-5.827122763,947.0646941,2.697399374,-0.034399554,-252.51846,223.96
"979","Slytherin","Dianne","Morrison","17/08/1997","Right",38650,-2.597901131,6.872203074,-3.907,-767.5737988,345.4500279,6.490521126,1052.284161,8.09560353,0.18458968,-246.31032,-82.18
"980","Slytherin","Keenan","Mccracken","30/09/1998","Right",65402,-6.770930139,3.41067181,-5.757,-308.9725153,431.6946669,3.849105717,1046.977164,9.615100983,1.143835009,-253.39242,-73.16
"981","Hufflepuff","Rob","Cahill","09/05/2000","Left",38341,5.982793573,-4.087345615,3.905,-36.59365886,395.1915106,7.603707236,1009.498459,3.521569876,-0.014095004,-241.91766,-6.78
"982","Gryffindor","Herschel","Roller","25/04/2001","Right",-4491,3.310142457,4.67190869,2.863,225.3199967,540.4167446,4.410849489,1059.975537,10.76511243,-0.05342714,-232.28579,53.03
"983","Ravenclaw","Stanford","Eng","03/02/2001","Left",58358,2.726615687,6.210986752,3.837,529.1412446,577.6381418,4.43354451,1042.776345,5.337638783,-1.05530154,-233.19845,-33.89
"984","Ravenclaw","Earline","Goss","27/10/1999","Right",66977,2.28416135,5.202579349,5.091,535.0924575,609.3283561,4.719414875,1044.244976,6.178961475,-1.081960482,-233.22949,-38.73
"985","Gryffindor","Grady","Hunter","16/04/1997","Right",60649,-4.761269086,-6.04751042,4.824,-330.0797912,616.0443845,-4.945047182,942.2097639,2.254483154,-2.06423093,-253.85094,186.85
"986","Gryffindor","Jackie","Craven","20/10/1998","Right",48957,-3.473131903,-6.608011784,5.71,-398.7870053,645.6624217,-4.960292888,959.3624643,4.901641543,1.445010768,-251.63213,216
"987","Hufflepuff","Sung","Leake","04/08/2001","Right",67535,6.062585087,-4.929444102,5.03,-766.1069914,330.1794216,3.907619646,1080.546372,2.416049212,0.728428804,-246.06641,-53.74
"988","Slytherin","Dorcas","Espino","14/04/1999","Left",47617,-5.151170945,5.870672408,-2.539,-530.9303384,407.5393323,6.16874378,1042.824558,8.895814201,1.549671397,-246.98493,-85.64
"989","Ravenclaw","Roxie","Mccue","20/09/1997","Left",55893,4.551859005,5.906621574,4.214,134.4236509,584.219087,9.652543556,1037.642867,9.808689796,-0.351263713,-231.00467,-43.78
"990","Ravenclaw","Lenard","Gossett","20/01/1998","Right",32545,4.241942955,5.817749883,4.085,426.358594,611.7405705,5.105351325,1051.880345,9.432562738,-2.143138693,-230.31755,20.8
"991","Hufflepuff","Daniel","Mack","12/09/2000","Right",55999,6.383589184,-5.631975419,6.222,-528.8854871,449.3842536,4.362673308,1042.872644,5.051625278,-0.35596423,-243.1225,28.28
"992","Slytherin","Rufus","Hanna","21/05/1998","Right",55282,-6.396002139,5.001574033,-5.362,-522.263725,374.2283839,5.162758828,1064.03329,9.635763473,0.083400106,-251.52923,-107.69
"993","Ravenclaw","Jolene","Bouchard","24/02/2001","Right",71311,7.177095283,4.975708771,4.735,229.378337,601.3016045,5.037385996,1013.563977,3.810551091,1.7296298,-232.20035,19.77
"994","Ravenclaw","Loren","Free","05/12/1996","Right",46653,7.217582718,2.857836823,6.021,626.6205126,607.1918852,3.100168306,1044.581017,5.020294991,1.249410689,-230.64592,38.12
"995","Ravenclaw","Verla","Breedlove","08/12/1999","Left",32520,5.065645815,4.770892308,4.621,545.1946533,580.4989873,2.345853045,1047.560511,5.379944795,-1.14600797,-231.45926,37.56
"996","Ravenclaw","Leonor","Smoot","02/05/2000","Right",47466,4.408438322,7.349979265,2.448,458.4575184,568.952105,5.207415472,1043.313565,6.388922104,-1.635070037,-231.69958,-15.08
"997","Gryffindor","Rebeca","Santoro","04/09/1998","Left",37028,-6.308608955,-4.430747247,5.552,-294.4765226,542.566038,-3.283988628,961.206305,2.429620509,-0.439827188,-251.59822,131.13
"998","Slytherin","Oliver","French","09/03/1999","Left",62494,-5.860764957,6.158800165,-4.602,-483.0273753,366.531756,5.01743323,1052.07504,6.949189639,0.420548069,-250.33132,-119.11
"999","Ravenclaw","Ignacio","Nagy","23/06/2000","Right",47484,3.820398336,7.394546374,2.78,437.1379585,579.1290758,6.014226313,1043.941479,7.462290174,-1.407030479,-231.38048,-23.2
"1000","Ravenclaw","Margaret","Bordelon","09/08/1999","Left",49635,4.997504991,6.259625073,3.04,544.610349,541.1666552,3.849365992,1043.649098,4.81874564,0.971506846,-231.66195,5.01
"1001","Slytherin","Tillie","Caldwell","17/12/1999","Right",46379,-5.078696292,6.234580673,-1.167,-605.1976941,400.0257041,2.963094615,1033.862068,8.7943204,0.635193317,-245.29176,-103.83
"1002","Ravenclaw","Hunter","Isom","19/12/2000","Right",61355,3.645427599,5.894798999,5.532,481.6491556,614.4259612,4.384653123,1043.234755,5.800636503,0.208710613,-231.35227,-18.19
"1003","Gryffindor","Alfredo","Langston","25/06/1997","Right",37987,-6.077744119,-2.17269672,4.09,-842.708522,609.9417851,-6.015680594,946.6827057,3.98717958,-0.695184529,-252.35791,225
"1004","Hufflepuff","Gerardo","Paquette","26/12/1998","Left",68601,9.132216167,-4.866954935,4.051,-656.7589475,351.3748807,3.550917202,1059.551361,1.055766461,1.211901897,-244.8826,-7.87
"1005","Ravenclaw","Marcos","Baylor","24/06/2001","Left",38823,9.460452149,5.744242788,4.877,264.6128678,573.9220847,3.826682019,1033.425121,4.103289864,-1.243493352,-228.6024,58.41
"1006","Ravenclaw","Michaela","Levi","12/12/2000","Left",56619,6.837672971,4.306524557,5.022,582.7456521,578.6144407,5.269839505,1045.332865,5.014502883,-0.541504216,-230.7513,-13.33
"1007","Hufflepuff","Virgil","Poling","10/08/1997","Right",73173,4.385445818,-1.956126519,5.354,-704.6629857,398.4978923,4.128447814,1070.958873,3.578997068,0.571256975,-243.68344,-53.5
"1008","Slytherin","Adrian","Crowder","16/03/1999","Left",62319,-3.43378691,3.010556993,-4.811,-540.6119594,435.8832542,0.669094876,1068.505109,8.493548804,-0.890634436,-252.0068,-18.96
"1009","Slytherin","Rufus","Sizemore","25/03/2000","Right",45136,-3.794730538,5.110557161,-7.552,-224.5899149,377.4912247,2.706146096,1069.173979,9.475613836,-0.758126368,-251.73858,-43.42
"1010","Ravenclaw","Gena","Crutchfield","01/12/1996","Right",51871,4.496714456,7.08445248,3.102,679.8849192,585.7967256,3.556971425,1050.314581,5.105814263,-0.750176357,-231.29726,-13.83
"1011","Ravenclaw","Mindy","Luster","31/10/2001","Right",36149,5.216779936,5.618117952,3.806,724.4875914,578.9995434,5.62815878,1060.11062,7.733989766,-0.642604292,-229.72515,-16.91
"1012","Slytherin","Aileen","Martino","24/10/1999","Left",59344,-4.878502662,4.425858683,-4.819,-546.2731106,380.8759178,3.754628048,1063.413127,8.185478934,0.155630639,-251.35113,-84.35
"1013","Slytherin","Fran","Butterfield","03/01/1999","Left",71954,-5.149470771,4.871102675,-3.441,-573.2882642,386.0004662,3.578805116,1059.338021,6.471480679,1.823241697,-250.91316,-103.66
"1014","Ravenclaw","Federico","Aldridge","19/08/1999","Right",56462,3.706848434,4.343244673,5.435,559.4566653,495.74797,2.963094615,1034.282845,3.738693373,-0.544754875,-233.25186,-0.4
"1015","Hufflepuff","Oleta","Sawyers","31/03/2001","Right",51267,6.098228792,-5.074782548,6.447,-695.4077661,442.1729677,2.782886546,1056.508389,5.037728407,0.708692915,-243.21372,40.43
"1016","Ravenclaw","Gena","Mendez","03/07/1997","Right",28057,3.070696961,6.386643375,3.153,398.2516496,570.0235402,1.509748879,1035.232987,5.088396411,0.635092044,-233.24278,48.88
"1017","Gryffindor","Lesley","Reich","27/07/1999","Right",69750,-3.248247453,-3.526511776,5.657,-682.1387196,617.2490492,-7.603293485,952.7015336,-0.18025099,-1.441060829,-252.28141,206.4
"1018","Hufflepuff","Bryce","Epps","11/11/1997","Right",77752,3.861105429,-1.35721568,4.948,-797.055627,436.1159658,3.928459957,1076.705204,5.499596308,0.951852983,-243.74762,-43.03
"1019","Gryffindor","Korey","Baldridge","06/10/2000","Right",67704,-8.558150432,-4.007982703,0.052,-778.6227159,583.0611378,-5.028784066,922.9461091,3.353325227,0.987785748,-260.50346,186.05
"1020","Gryffindor","Casandra","Warfield","28/07/1999","Right",43027,-7.303554574,-3.499418351,3.703,-379.9538785,601.9920493,-3.16677306,953.5084047,5.334958834,-0.36951896,-252.67669,158.12
"1021","Slytherin","Gwendolyn","Schofield","27/05/1997","Right",54017,-7.814648798,5.482528214,-7.482,-455.1066209,367.1301238,7.109791844,1052.427989,11.22686559,-2.123925613,-253.03519,-125.59
